geoid,pi
26093710100,0.0
26093713300,-0.1548027399929226
26093740300,-0.48415440521747954
26125144400,-0.16078845403492287
26093742900,-0.20781780048437962
26125144900,-0.05665596160938167
26093742500,-0.10822400269958615
26125981600,-0.4609287724858229
26125145501,-0.18001861000941666
26163572800,-0.1642173195995684
26163533900,-0.3098865325205491
26125173500,-0.21764803747221906
26099254500,-0.20463796791600183
26093740800,-0.11935855892642332
26093724002,-0.13047992265673167
26125132100,-0.22691006518909806
26093744800,-0.23028023871920855
26125136602,-0.36156910576780027
26125138600,-0.3537095670080625
26125136601,-0.35453795514422937
26163562300,-0.147852125265249
26161464000,-0.15750599181626476
26125160400,-0.397167302888585
26125196700,-0.42638721762375287
26125191200,-0.2509367668824672
26125130400,-0.05804543822938571
26125127300,-0.03794159560833707
26125132600,-0.3578433789174208
26093742403,-0.1273595600764858
26125156900,-0.3358735357614671
26161465002,-0.09650502896640185
26161455000,-0.37406406908828754
26161400100,-0.3913177298402329
26163520800,-0.31748134293251784
26161404600,-0.397823691931472
26163517200,-0.3326219973927498
26163520700,-0.3671461071028106
26163587900,-0.24481098434372447
26163985400,-0.20833066489437002
26093725101,-0.13839243347361418
26093741100,-0.31166247734958397
26093744200,-0.10701699796066612
26125136700,-0.3809736759282913
26125160300,-0.31361952716795577
26125160900,-0.32811417663090636
26125168400,-0.3958720113429978
26161454001,-0.14607776115905632
26163562800,-0.5206415920434554
26125133102,-0.280042652796409
26125136000,-0.3308244364559379
26125168700,-0.2665567317785083
26093724001,-0.46255887336430124
26093741601,-0.16815887441209235
26125981500,-0.2643488953502053
26163560300,-0.33729310013254055
26163557901,-0.3316449519963211
26125161600,-0.2723276481124936
26161406000,-0.25638124797286077
26163561700,-0.265327821513461
26099982300,-0.4537320561548738
26125162200,-0.3569860041187963
26163566700,-0.2827229741964541
26125167000,-0.29000968345938294
26161402201,-0.09420464659953527
26163556500,-0.22328111937995637
26163558301,-0.15690074672490548
26125131800,-0.22111963001827717
26161980102,-0.10299962864561192
26125157500,-0.12618368564002674
26099214500,-0.12839366736839938
26125141002,-0.18584150814029532
26099250400,0.0696377449061507
26147622000,-0.14825115899139976
26163550500,-0.10368583730096413
26147658100,0.0074273546043570424
26163502600,0.013738427966672668
26099262700,-0.11798118716597233
26125126400,-0.13310708572430113
26099222800,-0.1381747589990362
26099240400,-0.11540294746233057
26147621000,0.3712612938272117
26147641000,-0.07208593290263812
26099222105,-0.13661236515757846
26099250500,-0.08129841996597317
26099224101,-0.1126011774253878
26161404500,-0.25514911636993487
26161402100,-0.18335677278854548
26161403600,0.015398311766042136
26161411200,-0.05268124122027844
26161405600,-0.21992952766506327
26161980101,-0.0008484566522041678
26161414900,-0.08716319929595272
26161410200,-0.3232302225840495
26163568000,-0.29420424974290904
26163569900,-0.0288997723302982
26125166200,-0.11850884921279954
26125166900,-0.1798456373267005
26125166500,-0.24276043651817086
26163554100,-0.1195264857954237
26163569100,-0.20343730214227876
26163554800,-0.18670781855508606
26125135000,-0.12766122138798278
26163570200,-0.055948452030013814
26163554500,-0.12711500708729326
26125168902,-0.1410543176754225
26163583001,-0.08803966256463241
26125167300,-0.31604888475473564
26163572400,-0.1559442718883423
26163554200,-0.3337446014741157
26163574800,-0.27442756135828833
26163583300,-0.09963598124975787
26125167400,-0.31087246334172075
26163571000,-0.1133761871871096
26163584300,-0.19235519816582622
26163585500,-0.24332748017873446
26125168901,-0.01974004351342908
26163571700,-0.18767931506533564
26163543000,-0.17192345136417167
26163543900,-0.3638696245944926
26163537500,-0.16230738379178908
26125188100,-0.25063036392014865
26163537600,-0.14395191062704407
26163533800,-0.008208948198820535
26163547000,-0.06541434281912863
26125153200,-0.39890936822124623
26163595000,-0.0028755647650607766
26163532600,-0.36902088099026936
26125171000,-0.2629095239755145
26163578000,-0.13438574484834317
26161411700,-0.02176564545985424
26161413401,0.04492996955846098
26161416200,-0.12662041883681702
26161410900,0.004954615324170273
26161426002,0.04420067597449481
26161422201,-0.03497090545225613
26161423400,-0.16891768114018244
26161465001,-0.0864184536879253
26161466000,-0.017545701809659812
26161410800,-0.247091253060741
26163564300,-0.02960641684076208
26163588001,-0.07412939442816678
26163565100,-0.23873608969205612
26163562400,-0.141465624392365
26163560100,-0.352604978572691
26163564800,-0.14586513421930508
26163563300,-0.28678687534512076
26093743500,-0.05915895230000095
26163589402,0.05259983052348789
26093743900,-0.050084094406175374
26163587000,-0.17983426010757309
26093733603,-0.15800107552056136
26093743400,-0.0753753243246237
26163588400,-0.10622740993583722
26161446400,-0.10037114118104068
26093743600,-0.07259053456392685
26163561600,-0.2734794870366594
26163563900,-0.3513668117742764
26125139400,-0.40453696172138914
26163561302,-0.2517236002956106
26163562600,-0.27553128315126973
26163564000,-0.22916541561195966
26163563800,-0.10748255757896887
26163563400,-0.18868682401920964
26163563200,-0.12169522103815841
26093744600,-0.14820145238493856
26163565700,-0.15233020221175886
26163564502,-0.032446803654403854
26163588200,-0.029110264894907267
26163563500,-0.2814608067201246
26163561900,-0.060935154814404965
26163564501,-0.046803546393740965
26161444000,-0.09304392489475373
26163588102,-0.23309473223414792
26161426001,0.15894056180452995
26161420000,-0.12427892900186707
26093743800,-0.04105921212253667
26163564402,-0.07610430191294158
26163591600,-0.24161079336306812
26163555500,-0.18780352077547144
26125168500,-0.09307453271294884
26163575100,-0.11943153312861553
26125162500,-0.3408171912722011
26125157300,0.07708008161086173
26163544300,-0.22290849597818435
26163575200,-0.19295749329332226
26163589401,-0.029022883837813793
26163566600,-0.15226801908182647
26115830802,0.05746607895337631
26125157200,-0.08181533388434022
26125157700,-0.23104413758991832
26125165000,-0.25458432828005256
26163555300,-0.2939447947428578
26163570600,-0.10191919865900508
26163570900,-0.05773114000312391
26163572600,-0.2423630838447969
26163574900,-0.2513739261410639
26163584802,-0.12791606486101811
26163590600,-0.12512454446863697
26163567800,-0.12375819761284744
26125137800,-0.18494882321516415
26163558400,-0.08256788590153324
26125133003,-0.14657562465869808
26163569700,-0.2253470327389113
26163569600,-0.21531314487705647
26093740900,-0.14094393826879675
26163565800,-0.14139548342947897
26163589300,0.04515829156147506
26115830700,0.13349001268688018
26163560201,-0.14673670145224837
26125136101,-0.29304822596597563
26125133101,-0.1380255867942237
26163585600,-0.0839681138847097
26163568400,-0.19189655930123098
26093733604,0.019608291385464043
26163556700,-0.22212040003697872
26163560400,-0.16440215386082266
26115830600,0.02031109124736179
26163557400,-0.2354425134789687
26163558800,-0.18260473051887652
26163585900,-0.2948358153500294
26163567400,-0.2845516868415881
26163569500,-0.08523824237587584
26163568200,-0.2641560905365525
26163560202,-0.26806885348304105
26125136500,0.05411832227432127
26125136300,-0.2855730987543891
26093740500,0.0039973187004154155
26163568300,-0.2086908124027377
26163558000,-0.2929121666273544
26163556400,-0.06016250541784454
26163568800,-0.21261898213155334
26125137700,-0.27591362355818605
26093741602,-0.11940767709601738
26163585800,-0.2341714994829137
26163557700,-0.23384339524064243
26093740700,-0.08205061872017494
26163558500,-0.08631726319010061
26163568500,-0.173780456448668
26163568900,-0.376684900749648
26163567300,-0.21923327680344978
26163566900,-0.194315542814551
26161447000,5.379510133661278e-05
26163551300,-0.14728592646450878
26125192000,-0.22389686618009405
26125120000,-0.05316923355021967
26125183800,-0.2775342750248727
26099224202,-0.060405278816593175
26125184400,-0.3465612380617609
26099251200,-0.19913944420293647
26125141200,0.024226905665367313
26125196400,-0.24874063412366232
26125126200,0.1837403000758783
26125191300,-0.12828483195983717
26099224600,-0.04347890327952901
26099263500,-0.27474777935576555
26099230901,-0.24052549589745378
26163517300,-0.4620960204304118
26099225800,-0.3003668008937805
26099263700,-0.19436439674906988
26125128400,-0.2618816625031972
26125128700,-0.051818842375715546
26125121800,-0.10742716257800759
26125181300,-0.24941842494566616
26125140500,-0.30589174242129946
26099250000,-0.1339396885971287
26099223802,-0.17037827883808596
26147636000,0.057444256181588604
26125141300,-0.12283059756908912
26099260000,-0.010743510843704833
26125129000,-0.14937944354563917
26099241700,-0.12916203125416664
26125197900,-0.1972645265462473
26099260900,-0.24491156954449708
26125127400,0.09533804765606584
26099225600,-0.2242707551688197
26125128100,-0.1460091967152002
26099215202,-0.4820646641704223
26147637100,0.019096391923949272
26125175000,-0.10290586231952945
26125194300,-0.2874271888147887
26099256700,-0.22819569425365305
26099268300,-0.24137799752183453
26125122400,-0.01230089001176134
26125196500,-0.4042174776612055
26125196200,-0.3647737955399068
26099260300,-0.16499712642130393
26147640100,0.15396575617793634
26163553601,0.1675207577399578
26125981300,-0.3789373425457618
26099225200,-0.08782042331862175
26099224400,-0.2344030742824616
26125121000,-0.1270212426628387
26099255800,-0.10566822866772983
26125123000,-0.004671505652134995
26099263400,-0.3163365440889757
26099231700,-0.21592964902720937
26099242500,-0.2091277608046775
26099254100,-0.34678960369266026
26099255000,-0.30238136164100277
26099221100,-0.231457051071707
26099226700,-0.4069193962372588
26099227000,-0.2622410756223364
26099231200,-0.24533514459857533
26099262000,-0.2600379614197143
26099262300,-0.34047325253077293
26099262900,-0.0581410798282003
26099267600,-0.24252586322073705
26125120300,-0.09521322474542486
26125121700,-0.1112553152523083
26125125000,-0.02982778367037053
26125127600,-0.11138744922090835
26125141700,-0.1975731248557622
26125143500,-0.30001297135118654
26125190800,-0.19732899713451085
26125192700,-0.22051893643139667
26125193400,-0.2611692935550694
26125197200,-0.29883003988688994
26125198000,-0.07362775104272466
26147651600,-0.003782248636349824
26163515400,-0.45206939887508074
26163550100,-0.014586392602291795
26163550700,-0.18344141642637735
26163551800,-0.05431787649779122
26163552200,0.165138533397215
26163566400,-0.27434058307494696
26163565301,-0.1739677127550633
26125150200,-0.4149453849004487
26125152000,-0.3078421753595761
26125152600,-0.3895621305416938
26125157600,-0.13431141610693623
26125159000,-0.3631416496897692
26125161100,-0.31716530086311795
26125183500,-0.3489318784011434
26093710500,0.08133961635768794
26115831800,0.08888756066153616
26125131400,0.010823875007720262
26125142000,-0.0909282120721167
26125142400,-0.03442637218553976
26125142500,-0.39467719199224055
26125142600,-0.28036607565435523
26125144200,-0.17753552688516686
26125145200,-0.07837266444030998
26125145600,-0.038189009403579055
26125145700,0.053749665451353464
26125150500,-0.4877869930987419
26125150800,-0.32196900615155033
26125153300,-0.3810148175517297
26125156100,-0.08802275162468685
26125156400,0.021131724137843515
26125156500,-0.014513724514855879
26125158200,-0.27413194508556965
26125160000,-0.2477663763124619
26125160600,-0.36227031725537107
26125160800,-0.2908336250242688
26125161200,-0.5032140813967945
26125161400,-0.10830299758103748
26125161800,-0.3384313822610074
26125162400,-0.09135949873031206
26125171100,-0.18274305127270712
26163538400,-0.21385517211513122
26163572900,-0.009791323287254615
26163573300,-0.2595508232656218
26163573800,-0.31864873266626564
26163574000,-0.137154511993994
26163575500,-0.1525094935221134
26163576100,-0.19189408056367308
26163576200,-0.127155548123863
26163576600,-0.12867781956933885
26163576700,-0.17903852434133155
26163577100,0.030240330861529018
26163577900,-0.05166160812424313
26163578500,-0.0942624073415916
26163580500,-0.10673607583621575
26163580600,0.12698504100456487
26163580900,-0.20689353647221717
26163581200,-0.16055594333518336
26163582100,-0.03262227709353364
26163592000,0.040672250858725355
26163593200,-0.09685134798062614
26163594000,-0.12462119627974869
26163594100,-0.025930796787127272
26163594200,-0.08178674562500865
26163594300,-0.0378413230197635
26163594401,-0.290172535604694
26163594500,-0.07212644095795341
26163595100,-0.21689092756886647
26163596200,-0.06847392093829693
26163599001,-0.06766172800084568
26163572200,-0.18659185017486754
26163556200,-0.2615307259961446
26163558200,-0.16462456941448778
26163567202,-0.047776816395869996
26163583200,-0.19524557377372084
26163572700,-0.0669139069345741
26163569200,-0.100936412111384
26125134800,-0.31822224136368954
26163590500,-0.30897240907861584
26163570100,-0.15573596209073598
26125132500,-0.037508864738992474
26125135200,-0.2123533986678995
26125134400,-0.2005642651580993
26163556800,-0.16710386616655518
26125136800,-0.30267541103276174
26125131300,-0.1314855618711214
26163583900,-0.20894540007099066
26093712601,-0.032771114002662395
26163574600,-0.09382575096463595
26163559100,-0.1302220764226578
26115830801,-0.03205084623218244
26163573100,-0.13296940106387617
26125134600,-0.14740969077876137
26125166100,-0.27791956086800934
26125133002,-0.12998091622750285
26163567201,-0.024984269130718748
26093730600,0.1722795105300098
26163567100,-0.19688426898300324
26125134700,-0.29900995698155747
26125132700,-0.1817021685364831
26163583500,-0.09846409308041279
26125135100,-0.2903923232343069
26163555100,-0.22840203904268985
26093732100,-0.015669603721538177
26125134500,-0.32826654936161176
26125166400,-0.011375791884681097
26163591700,-0.06486879505554488
26163575000,-0.203169002396567
26163584000,-0.05020303919630237
26163558100,-0.2947875888163144
26163557300,-0.3419142583611597
26115830900,0.09971224621472538
26163583400,-0.09868817937814316
26163556900,-0.11790987245443195
26163583800,-0.20204428347950493
26125135300,-0.06496040504496611
26093713500,0.009105472281839343
26163584700,-0.1577926743611699
26163554300,-0.04904831144665917
26115830400,-0.05546822288701455
26093713700,-0.16817036513455635
26163575300,-0.20933231835019644
26163584400,-0.22031177741143124
26161431000,0.08337439016454436
26163556100,-0.2929847431476998
26163557100,-0.2387394516839644
26163558900,-0.2722454392967524
26163570800,0.008159864245943727
26125134300,-0.1786570323273616
26125168602,-0.17296708326855048
26163559000,-0.2306611358187617
26163571800,-0.1874461990997465
26163590401,-0.21693454094132633
26163559200,-0.02551357085903763
26163554700,0.004448588753599988
26093730101,-0.0152060708174224
26163586201,-0.3021045246318563
26163584501,-0.17629146936344048
26163556300,-0.2977475293255031
26093730102,-0.1159734254415934
26163572100,-0.2640513397140227
26163567000,-0.18017922475991904
26163569800,-0.19999585553726687
26163584200,-0.1178918480315077
26163583700,-0.2586879820042537
26163557200,-0.2856431196821726
26125165100,-0.41995103123724037
26115830500,0.06690566027399698
26163583101,-0.0929474391980845
26163558600,-0.24918732701335425
26125133001,-0.31653505240727936
26163569400,-0.22866413544573902
26163586300,-0.31989416950064276
26125150600,-0.34221150751747115
26125154100,-0.030757045967670305
26125170100,-0.2990850454476971
26125160500,-0.39700021122166695
26163542100,-0.19437821576809142
26125150700,-0.15954338609435922
26163545800,-0.01716220238433849
26125144800,-0.08173791363916237
26125144701,-0.06298908853280911
26125154600,0.05099884513911253
26163577400,-0.11577097731043542
26125144100,-0.08673397528081596
26163543300,-0.33606093990233576
26163540600,-0.03357224678140946
26125154200,-0.25842608758606
26125187000,-0.2181336475528354
26163584100,-0.23873296140257844
26163540900,-0.237244932012013
26163574100,-0.2024233426208967
26163524200,0.020630958553857694
26125158000,-0.33068599045395947
26125161900,-0.3951353531998935
26115831900,-0.25029347588301054
26115832600,0.12828770814967347
26125131100,-0.020405846890870678
26125142100,-0.09332423811028315
26125145502,-0.15913967997318532
26125145900,-0.29000654684759714
26125152700,-0.14176788533254872
26125153100,-0.38287722188588846
26125154500,-0.286588854772752
26125157800,-0.2739054562440377
26125157900,-0.1455099493060117
26125162300,-0.3335343988209055
26125166700,-0.33661379836314487
26125188001,-0.05803913737818525
26163538600,0.10537541251738547
26163541500,-0.2199803245681193
26163545900,-0.12952421755839946
26163559800,-0.12894142742593415
26163576400,-0.24439226121132457
26163577200,-0.1032774822993889
26163579200,0.021723902608015627
26163580200,-0.08112838017869223
26163580400,-0.0595488580161749
26163581800,-0.08672002307211933
26163581900,-0.08430621400237732
26163582000,-0.1445825584472683
26163591501,-0.12706418793747265
26163595201,-0.1646719486571664
26163981901,-0.4537529105442778
26099227300,-0.21336533080556622
26125196300,-0.27066019720860435
26125197400,-0.2568121947626646
26099230602,-0.22342052899388998
26099261300,-0.26663911882847713
26115833700,0.1995361453601426
26125121400,-0.13258807385778762
26125124000,-0.036426910759628485
26125124500,0.02643745238847971
26125127000,-0.08740457058096858
26125127700,-0.08110637896655375
26125128000,-0.1062888229342104
26125128200,-0.08484586730239226
26125128300,-0.18793870303842333
26125128500,-0.18437514783902414
26125128600,-0.19063860531916824
26125128900,-0.3392905837598716
26125140301,-0.06670354681326503
26125140800,-0.3624709359970108
26125141100,-0.09336535636979551
26125141400,-0.4536867416076518
26125141600,-0.17369670808695792
26125142200,-0.3950541791874355
26125142300,-0.34323774720355266
26125190400,-0.061818893644564006
26125190500,-0.16889954629522175
26125192400,-0.279692524763632
26125193500,-0.15177356925587737
26125194000,-0.2969501267485134
26125194100,-0.2078268915286951
26125196000,-0.3874992324615114
26125196100,-0.06028624286212571
26125197500,-0.320576718310331
26163520200,-0.47470547441666827
26163551100,-0.11612326075335035
26163551700,-0.009448409755949216
26163552100,-0.05382698404174595
26163552300,0.006089260866066442
26093722300,0.05630661268173336
26115830300,-0.24023121372331518
26125140900,-0.2152300929980205
26125142700,-0.3563367695143316
26125150900,-0.43851489295276475
26125162000,-0.32289128104021636
26093710300,0.01009916927678728
26093710700,-0.030214835339797616
26093711000,0.054153161059905565
26093712101,-0.04330437464259314
26093712102,-0.09393720360598483
26093713100,-0.026790065460226144
26093722100,-0.06578550416543069
26093722500,0.18311678957787064
26093724003,-0.05746866960976895
26093725000,-0.10302114320363245
26093731100,0.046646127366881604
26115830100,0.04512146179313908
26115830200,0.08089197626614232
26115831000,-0.050671803428401364
26115831100,-0.07898641558345278
26115831201,0.1034256718980919
26115831202,0.057608400282308195
26115831300,0.123655808392974
26115831400,-0.16538013741802882
26115831500,-0.08457024278380254
26115831600,-0.3074288459178995
26115831700,-0.08748819601581675
26115832000,-0.0538037996846131
26115832100,-0.04626008556048096
26115832200,-0.1140436784723381
26115832300,0.00496160638792961
26115832400,-0.08820531290699785
26115832500,-0.21052213611334603
26115832700,0.2878239878647656
26115832800,0.006486603787370396
26115832900,0.04253110899290303
26125130000,-0.1520367573786736
26125130200,-0.04274780644077632
26125130300,0.043105625809670485
26125130500,-0.014160344360660009
26125130600,-0.10245120339244096
26125130700,-0.12355417236831563
26125131500,-0.01871023586534453
26125131600,-0.11665776766952164
26125134000,-0.029143003361983236
26125144301,-0.15924492480451746
26125145300,-0.04404899779943239
26125150300,-0.20680773268732602
26125151000,-0.2487414237325288
26125156200,0.019653063927248214
26125156300,-0.08109999439480337
26163573400,-0.1467602660523407
26163573501,-0.10353991513438428
26163573600,-0.17350973614082676
26163573702,-0.07429306295737274
26163573900,-0.04041198398733111
