geoid,pi
26093710100,0.0
26161402201,-1.0409622484992633
26125167000,-0.4132458983610213
26161980102,-1.0315259705428388
26125168700,-0.46671262609544706
26125124500,-0.4644766223177668
26125132600,-0.6074346421567104
26125133102,-0.49567552105344925
26163558301,-0.23327459019518423
26093725000,-0.851880072211355
26093742403,-0.7121358088394094
26163556500,-0.28508465386618204
26125127500,-0.7256139632457562
26125136000,-0.39250528722974676
26093740300,-0.41643597472693167
26125138600,-0.5798124065773607
26093744800,-0.7421753163731498
26125136300,-0.8254585126039138
26125136602,-0.33015039305437244
26125168400,-0.4622510463272141
26163562800,-0.3095137987473077
26093710700,0.345040419778241
26093713300,-1.2409715141005895
26125136601,-0.5922210059804847
26125136700,-0.5848997228028942
26125160900,-0.32530777337775457
26163566700,-0.5069818519528306
26093724001,-0.4273526053967182
26093741601,-1.0743557363298613
26099982300,-0.39665838609659254
26125160300,-0.24386913431252616
26125162200,-0.47463729535366084
26161454001,-0.7755056578549294
26093725101,-0.7273472205989163
26093741100,-0.8684581108059339
26093744200,-0.5547707779753209
26125161600,-0.2170937410241666
26161404600,-0.4663196342375288
26161406000,-0.7347952860001495
26161465002,-0.4872291512051776
26163517200,-0.24513806187428938
26163520700,-0.3063304682019664
26163561700,-0.42412061651871485
26163587900,-0.5966145017807142
26163985400,-0.6774026140169677
26093710500,-0.015460983562739332
26125138302,-0.6919526076660375
26093710300,-0.03569316162228356
26093724002,-0.6078597421824934
26093740800,-0.8388945118707706
26125131800,-0.6216620059565326
26125132100,-0.6263305979640258
26125132700,-0.7562540425546471
26125134000,-0.6853567291467526
26125156900,-0.5797094244215432
26125196500,-0.33010368467904533
26125981500,-0.22708684079880254
26161400100,-0.9998609118199618
26161455000,-0.5325451977120804
26161456000,-0.6907502233866081
26161444000,-0.18982659842074415
26161403300,-0.3660388624601298
26161431000,-0.23780335139310027
26161432000,0.0648040821868129
26161448000,-0.11671707286725724
26161454002,-0.6268468914890233
26161423400,-0.6190255654763493
26161414700,-0.7354131464920249
